id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,dichTen
34403,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Back To The 70s Black T-shirt,Áo thun đen nam Myntra phong cách thập niên 70
2683,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men's Red And Black T-shirt,Áo thun nam Inkfruit màu đỏ và đen
53774,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White T-shirt,Áo thun trắng nam Puma
52148,Women,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Femella Women Red Polo T-Shirt,Áo Polo nữ màu đỏ
31271,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Calonge Graphic Red T-shirt,Áo thun nam Puma Calonge Graphic màu đỏ
3792,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Basics Men Navy & White Striped Polo T-shirt,Áo Polo nam Basics kẻ sọc xanh hải quân và trắng
9827,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Little Miss Women Printed White T-shirt,Áo thun trắng in hình Little Miss Women
17266,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Green  polo Tshirt,Áo polo nam kẻ sọc màu xanh lá cây của Hiệp hội Polo Hoa Kỳ.
5100,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Wrangler Men's Cowboy Color Yellow T-shirt,Áo thun nam Wrangler màu vàng kiểu cao bồi
28550,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Club Pique Polo Black T-shirt,Áo polo nam Nike Club Pique màu đen
33310,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jack & Jones Men White & Green Polo T-shirt,Áo polo nam Jack & Jones màu trắng và xanh lá cây
10377,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts,Áo thun nam màu trắng in họa tiết hiệu United Colors of Benetton
11992,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Classic Polo Men Stripes Green Tshirts,Áo thun nam Polo cổ điển kẻ sọc màu xanh lá cây.
7954,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Knit Polo Mazarine Blue Polo T-shirt,Áo Polo nam Puma dệt kim màu xanh Mazarine
10499,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Women Aspen Yellow Tshirts,Áo thun nữ Flying Machine màu vàng Aspen
22631,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women Printed Pink T-shirt,Áo thun nữ Nike in họa tiết màu hồng
7447,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Proline Men Orange Polo T-shirt,Áo Polo nam màu cam Proline
23179,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Mark Taylor Men Yellow Printed T-shirt,Áo thun nam màu vàng in họa tiết hiệu Mark Taylor
17613,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boys Catch Me Red Tshirt,Áo thun đỏ Doodle Boys Catch Me
31273,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Calonge Graphic Green T-shirt,Áo thun nam Puma Calonge Graphic màu xanh lá cây
16287,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Peter England Men Printed Blue TShirt,Áo thun nam in họa tiết màu xanh dương hiệu Peter England
11406,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue T-Shirts,Áo thun nam màu xanh nhạt mùa đông hiệu United Colors Of Benetton
53307,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Locomotive Men White T-shirt,Áo thun trắng nam Locomotive
33952,Men,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,ADIDAS Men Vesta Peach Polo T-shirt,Áo Polo nam ADIDAS Vesta màu đào
26228,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Polo T-Shirt,Áo Polo nam Proline màu xanh dương
3529,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Ear Plugs Navy Blue T-shirt,Nút bịt tai nam Myntra màu xanh hải quân
4256,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2011.0,Casual,Inkfruit Men Grey Melange Printed T-shirt,Áo thun nam Inkfruit màu xám pha trộn in họa tiết
6572,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's Challenger Logo Black T-shirt,Áo thun nam Nike Challenger Logo màu đen
10822,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Navy Blue Polo Tshirts,Áo Polo nam Wrangler màu xanh hải quân
9984,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Sports,Nike Men As Value Runn Green T-Shirts,Áo thun Nike nam As Value Runn màu xanh lá cây
1814,Men,Apparel,Topwear,Tshirts,Brown,Fall,2010.0,Sports,Solognac Men Chocolate Brown  T-shirt,Áo thun nam Solognac màu nâu sô cô la
16424,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Levi's Men Printed Blue  Tshirts,Áo thun nam Levi's in họa tiết màu xanh dương
34381,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Snapp Diet T-shirt,Áo thun nam Myntra màu cam Snapp Diet
37272,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Tantra Men Black Angry Anna T-shirt,Áo thun Tantra Men Black Angry Anna
3729,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Mumbai Indians Kids Match Jersey,Áo thi đấu trẻ em của Mumbai Indians
9556,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Asem Cricket Swoosh Black T-Shirts,Áo thun nam Nike Asem Cricket Swoosh màu đen
12644,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Probase Men Solid White Polo T-shirts,Áo Polo nam Probase màu trắng trơn
17513,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Stripes Black Polo T-Shirt,Áo Polo nam cổ điển kẻ sọc màu đen
3778,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Green Polo T-shirt,Áo polo nam màu xanh lá cây hiệu Status Quo
3706,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt,Áo thun nam Polo cổ điển màu xám đỏ và sọc nâu
39067,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Arrow Sport Men Green T-shirt,Áo thun nam màu xanh lá cây Arrow Sport
54940,Women,Apparel,Topwear,Tshirts,Burgundy,Summer,2012.0,Casual,Do u speak green Women Burgundy T-shirt,Bạn có nói tiếng xanh lá cây không? Áo thun nữ màu đỏ tía
7784,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Polo T-shirt,Áo polo nam màu đen Proline
3520,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Reaching The Moon Black T-shirt,Áo thun nam Myntra Reaching The Moon màu đen
12803,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Nike Women Polka Dot Grafitti Pink T-shirt,Áo thun nữ Nike chấm bi graffiti màu hồng
18631,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men GP Speed Navy Blue Tshirts,Áo thun Puma GP Speed ​​màu xanh hải quân dành cho nam
2047,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010.0,Sports,ADIDAS Men's Navy Blue T-shirt,Áo thun nam ADIDAS màu xanh hải quân
4208,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Geo Team Kidswear,"Bộ quần áo trẻ em Disney Kids màu đỏ dành cho bé trai, họa tiết hình học."
32470,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Women Blue T-shirt,Áo thun nữ màu xanh dương ADIDAS
4190,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Boy's Yellow Little Friends Kidswear,Quần áo trẻ em màu vàng Little Friends dành cho bé trai của Disney Kids
10690,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Boy Mummy daddy me Yellow Tshirts,Áo thun vàng Doodle Boy Mummy daddy me
2041,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Sports,ADIDAS Mens Fire Grey T-shirt,Áo thun nam ADIDAS màu xám lửa
26715,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Large Logo Blue T-shirt,"Áo thun nam Puma cỡ lớn, logo màu xanh dương"
42175,Men,Apparel,Topwear,Tshirts,White,Summer,2017.0,Casual,Status Quo Men White T-shirt,Áo thun trắng nam Status Quo
6996,Men,Apparel,Topwear,Tshirts,Brown,Spring,2011.0,Casual,Classic Polo Men's State Athletic Brown T-shirt,Áo thun nam Polo cổ điển màu nâu State Athletic
37150,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Campbell Men Pack of 3 T-shirt,Áo thun nam Campbell (gói 3 chiếc)
4864,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men Real Madrid White Jersey,Áo đấu Real Madrid màu trắng dành cho nam của ADIDAS
40138,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Under The Sun Yellow T-shirt,Áo thun vàng Gini và Jony Boys Under The Sun
29014,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men  Grey Polo T-shirt,Áo Polo nam màu xám ADIDAS
22796,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Manchester United Men Green Tshirt,Áo thun nam màu xanh lá cây của Manchester United
9989,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men As Ss Cruiser Black T-Shirts,Áo thun nam Nike As Ss Cruiser màu đen
5172,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Inkfruit Women's Innocence Carrot Orange T-shirt,Áo thun nữ Inkfruit Innocence màu cà rốt cam
48070,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,French Connection Men Off White T-shirt,Áo thun nam màu trắng ngà hiệu French Connection
16289,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Peter England Men Printed Blue TShirt,Áo thun nam in họa tiết màu xanh dương hiệu Peter England
4313,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Unisex Elephant Pink Kidswear,Áo trẻ em unisex hình voi màu hồng hiệu Tantra Kid's
18226,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Manchester United Men Printed Grey Tshirt,Áo thun nam Manchester United màu xám in hình
6547,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Women's Embossed Yellow T-shirt,Áo thun nữ Nike màu vàng dập nổi
7441,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Proline Men Grey Striped T-shirt,Áo thun nam Proline màu xám sọc
26263,Men,Apparel,Topwear,Tshirts,Blue,Summer,2013.0,Casual,Proline Men Blue Polo T-Shirt,Áo Polo nam Proline màu xanh dương
49962,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Hanes Men White Pack of 3 T-shirts,Áo thun nam Hanes màu trắng (gói 3 chiếc)
3207,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Women's Tiger Black T-shirt,Áo thun nữ Tantra Tiger màu đen
43503,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,French Connection Men Green T-shirt,Áo thun nam màu xanh lá cây hiệu French Connection
15000,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men Solid White Tshirts,Áo thun nam ADIDAS màu trắng trơn
16320,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Peter England Men Printed Green TShirt,Áo thun nam Peter England màu xanh lá cây in họa tiết
2171,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Probase Men Brown & White T-shirt,Áo thun nam Probase màu nâu trắng
44813,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Spykar Women Navy Blue T-Shirt,Áo thun nữ Spykar màu xanh hải quân
7127,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Urban Yoga Men's Orange T-shirt,Áo thun nam màu cam Urban Yoga
5884,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Puma Women Classic Black Top,Áo thun nữ Puma cổ điển màu đen
22367,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Ed Hardy Men Vintage  Brick Red T-Shirt,Áo thun nam Ed Hardy màu đỏ gạch cổ điển
18847,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men College  Athletic White  Tshirt,Áo thun thể thao màu trắng Puma dành cho nam sinh viên
2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Casual,Puma Men's Power Cat Graphic Red T-shirt,Áo thun nam Puma Power Cat Graphic màu đỏ
11997,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Classic Polo Men Stripes Green Tshirts,Áo thun nam Polo cổ điển kẻ sọc màu xanh lá cây.
3853,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Disney Kids Girl's Pink Daisy and Squirrel Kidswear,"Quần áo trẻ em Disney Kids dành cho bé gái, họa tiết hoa cúc và sóc màu hồng."
27392,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,2go Active Gear USA Men Pack Of 3 T-shirt,Áo thun nam 2go Active Gear USA (gói 3 chiếc)
7823,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Grey Polo T-shirt,Áo polo Proline màu xám
11254,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Edition Navy Blue T-shirt,Áo thun Puma nam màu xanh hải quân
3263,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Guerrilla Men's Need Money Yellow T-shirt,Áo thun nam Guerrilla Need Money màu vàng
8859,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men White Striped Shirt,Áo sơ mi sọc trắng nam hiệu Mark Taylor
18889,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Woman Sylvia Blue Shirt,Nữ chiến binh Sylvia mặc áo sơ mi xanh.
8181,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Locomotive Men Check Ladislav Purple Shirts,Áo sơ mi tím kẻ caro hiệu Locomotive Men Ladislav
5960,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Highlander Men Solid Poplin Purple Shirts,Áo sơ mi nam Highlander màu tím trơn chất liệu poplin.
13734,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Belmonte Men Check Blue Shirts,Áo sơ mi nam kẻ caro xanh dương hiệu Belmonte
33246,Men,Apparel,Topwear,Shirts,Lavender,Spring,2013.0,Formal,Arrow Men Lavender Unstainable Slim Fit Shirt,"Áo sơ mi nam Arrow màu tím oải hương, dáng ôm, không ố vàng."
8851,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Mark Taylor Men Brown Striped Shirt,Áo sơ mi sọc nâu nam hiệu Mark Taylor
9624,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Plain Light Blue Shirts,Áo sơ mi nam màu xanh nhạt trơn của Indigo Nation
46396,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue & Black Check Shirt,Áo sơ mi nam kẻ caro xanh đen ADIDAS
59834,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Men Navy Blue Shirt,Áo sơ mi nam màu xanh hải quân hiệu United Colors of Benetton
8148,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Checked Haddon Slim Fit Shirt,Áo sơ mi nam Highlander kẻ caro xanh dương Haddon dáng ôm
29184,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shirt,Áo sơ mi nam màu xanh dương hiệu United Colors of Benetton
9655,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Bling Blue Shirts,Áo sơ mi nam Indigo Nation màu xanh dương lấp lánh
5128,Women,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Wrangler Women Rose Bouquet White Orange Shirt,Áo sơ mi nữ Wrangler họa tiết hoa hồng màu trắng cam
51430,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Myntra Men Navy Blue & Orange Check Shirt,Áo sơ mi nam kẻ caro màu xanh hải quân và cam của Myntra
26401,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Turtle Men Check Red Shirt,Áo sơ mi nam kẻ caro đỏ hiệu Turtle
5107,Women,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Wrangler Women Holly Checks Shirt,Áo sơ mi nữ Wrangler Holly kẻ caro
9654,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Bling  Blue Shirt,Áo sơ mi nam Indigo Nation màu xanh lấp lánh
13853,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Check Purple Shirts,Áo sơ mi nam kẻ caro màu tím Indigo Nation
12367,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Reid & Taylor Men White Shirt,Áo sơ mi trắng nam Reid & Taylor
15993,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Turtle Check Men Blue Checked ReversibleShirt,Áo sơ mi nam kẻ caro xanh dương hai mặt hiệu Turtle Check
14772,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Arrow Men Stripes Green Slim Fit Shirt,Áo sơ mi nam Arrow kẻ sọc xanh lá cây dáng ôm
9667,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Red Black Shirts,Áo sơ mi nam Indigo Nation màu đỏ đen lấp lánh
31093,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys White Shirt,Áo sơ mi trắng Gini và Jony dành cho bé trai
11387,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Blue Shirts,Áo sơ mi nam màu xanh nhạt mùa đông của United Colors of Benetton
24285,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Quiksilver Men Grey Shirt,Áo sơ mi nam màu xám Quiksilver
17725,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Reid & Taylor Men Solid Maroon Shirt,Áo sơ mi nam màu đỏ sẫm trơn hiệu Reid & Taylor
20155,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Wrangler Men Establish  Purple Shirt,Áo sơ mi nam Wrangler Establish màu tím
41660,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Blue Striped Shirt,Áo sơ mi sọc xanh dương nam hiệu Mark Taylor
11708,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Lee Men Check Green Shirts,Áo sơ mi nam Lee kẻ caro xanh lá cây
24858,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Formal,Mark Taylor Men White Striped Shirt,Áo sơ mi sọc trắng nam hiệu Mark Taylor
9498,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,John Miller Men Pink white black check Pink Shirts,Áo sơ mi nam John Miller màu hồng trắng đen kẻ caro.
9246,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,Áo sơ mi sọc xanh dương nam hiệu Mark Taylor
19831,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Black Shirt,Áo sơ mi nam kẻ caro đen hiệu U.S. Polo Assn.
12271,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Genesis Men Stripes Blue Shirts,Áo sơ mi nam Genesis kẻ sọc màu xanh dương
32393,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Woman Blue Shirt,Áo sơ mi xanh Arrow Woman
9071,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Solid White Shirts,Áo sơ mi nam màu trắng trơn hiệu Mark Taylor
33235,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Check Shirt,Áo sơ mi nam Arrow kẻ caro xanh
26113,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Check Purple Shirt,Áo sơ mi nam kẻ caro màu tím hiệu John Miller
26056,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,John Miller Men Check Black Shirt,Áo sơ mi nam kẻ caro đen John Miller
8190,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Locomotive Men Solid Poplin Lakota Black Shirts,Áo sơ mi nam Locomotive Men Solid Poplin Lakota màu đen
29291,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Men Striped Green Shirt,Áo sơ mi nam kẻ sọc xanh lá cây hiệu Wrangler
29280,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Wrangler Men Western Spirit Red Shirt,Áo sơ mi nam Wrangler Western Spirit màu đỏ
12025,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Blue Striped Shirt,Áo sơ mi sọc trắng xanh dành cho nam hiệu Mark Taylor
7167,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Scul Purple White Shirt,Áo sơ mi nam Scullers màu tím trắng
58809,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,Highlander Men White Striped Shirt,Áo sơ mi sọc trắng Highlander dành cho nam
43304,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,United Colors of Benetton Women White Shirt,Áo sơ mi trắng nữ hiệu United Colors of Benetton
22356,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,John Players Men Solid White Shirt,Áo sơ mi trắng trơn dành cho nam của John Players
26045,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Purple Shirt,Áo sơ mi tím nam John Miller
11079,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts,Áo sơ mi kẻ caro xanh lá cây dành cho nam của đội Scullers
51417,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt,Áo sơ mi nam màu xanh dương Myntra
16541,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Basics Men Black Slim Fit Checked Shirt,Áo sơ mi nam Basics màu đen dáng ôm kẻ caro
